TotalAmount;BikePurchase;CustomerID;Country;CountryRegionCode;Group;PersonID;PersonType;DateFirstPurchase;BirthDate;Age;MaritalStatus;YearlyIncome;Gender;TotalChildren;Education;Occupation;HomeOwnerFlag;NumberCarsOwned
4245;1;19325;Germany;DE;Europe;12049;IN;37122;24546;53;M;25001-50000;F;0;Bachelors ;Clerical;1;0
1277;1;25555;Australia;AU;Pacific;4740;IN;37122;29264;40;M;0-25000;F;0;Partial College;Manual;0;1
699;1;26629;Canada;CA;North America;7262;IN;37122;21952;60;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
5998;1;27918;Southwest;US;North America;12522;IN;37122;26530;48;M;50001-75000;F;0;Partial College;Skilled Manual;1;2
3578;1;28044;Southwest;US;North America;15644;IN;37122;18091;71;S;50001-75000;M;2;Bachelors ;Management;0;0
6006;1;28061;Southwest;US;North America;17240;IN;37122;24116;54;S;50001-75000;M;4;Graduate Degree;Professional;0;0
8131;1;11052;Australia;AU;Pacific;15276;IN;37123;18847;69;S;25001-50000;F;2;Partial College;Clerical;0;2
5973;1;13514;Germany;DE;Europe;19822;IN;37123;15383;78;S;0-25000;F;3;Partial College;Manual;1;1
5948;1;13680;United Kingdom;GB;Europe;7881;IN;37123;27350;46;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
4698;1;16928;Australia;AU;Pacific;15837;IN;37123;17096;74;S;25001-50000;M;2;Partial College;Clerical;1;2
3578;1;27678;Northwest;US;North America;16447;IN;37123;18882;69;S;25001-50000;M;3;Partial College;Professional;0;2
3578;1;27759;Northwest;US;North America;7942;IN;37123;23872;55;S;25001-50000;F;3;Bachelors ;Skilled Manual;0;3
6525;1;11032;Australia;AU;Pacific;16240;IN;37124;17329;73;M;0-25000;F;4;High School;Skilled Manual;1;2
7131;1;11247;United Kingdom;GB;Europe;5863;IN;37124;20612;64;S;greater than 100000;F;3;Partial College;Professional;0;3
7171;1;13693;United Kingdom;GB;Europe;8254;IN;37124;25970;49;S;0-25000;M;0;Partial High School;Manual;0;2
4426;1;16701;Australia;AU;Pacific;2409;IN;37124;23209;57;S;50001-75000;F;0;Bachelors ;Professional;0;2
4767;1;16931;Australia;AU;Pacific;4485;IN;37124;17424;73;S;25001-50000;M;3;Partial College;Clerical;1;2
4629;1;25876;Northwest;US;North America;17004;IN;37124;17686;72;M;50001-75000;M;2;Partial College;Professional;1;1
3578;1;27917;Southwest;US;North America;8038;IN;37124;26970;47;S;50001-75000;F;0;Partial College;Skilled Manual;1;1
6011;1;28078;Northwest;US;North America;16951;IN;37124;23267;57;S;75001-100000;M;4;Bachelors ;Management;1;0
4471;1;16663;Australia;AU;Pacific;4966;IN;37125;21102;63;S;50001-75000;F;2;High School;Professional;0;2
4406;1;16708;Australia;AU;Pacific;16209;IN;37125;21469;62;S;75001-100000;F;2;Bachelors ;Management;0;1
4480;1;17045;Australia;AU;Pacific;20269;IN;37125;25393;51;S;75001-100000;M;1;Graduate Degree;Management;1;0
5765;1;19830;Canada;CA;North America;3344;IN;37125;23004;58;S;50001-75000;F;1;Bachelors ;Professional;1;1
4141;1;22008;Canada;CA;North America;11955;IN;37125;27492;45;S;25001-50000;F;0;High School;Skilled Manual;0;1
5007;1;11050;Australia;AU;Pacific;17337;IN;37126;18878;69;M;25001-50000;M;3;High School;Skilled Manual;1;2
4382;1;17048;Australia;AU;Pacific;18753;IN;37126;25464;51;S;75001-100000;F;1;Graduate Degree;Management;1;0
4142;1;21921;Canada;CA;North America;4289;IN;37126;22495;59;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
7164;1;11243;United Kingdom;GB;Europe;13712;IN;37127;21102;63;M;greater than 100000;F;2;Partial College;Professional;1;3
13265;1;12131;France;FR;Europe;14974;IN;37127;20379;65;M;75001-100000;M;2;High School;Professional;0;2
5898;1;13689;United Kingdom;GB;Europe;15221;IN;37127;26775;47;S;25001-50000;F;0;Graduate Degree;Skilled Manual;0;0
6060;1;16693;Australia;AU;Pacific;6491;IN;37127;22120;60;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
6021;1;16702;Australia;AU;Pacific;19671;IN;37127;22721;58;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
4377;1;16707;Australia;AU;Pacific;19126;IN;37127;21282;62;S;75001-100000;M;2;Bachelors ;Professional;1;1
4467;1;17046;Australia;AU;Pacific;3969;IN;37127;25452;51;M;75001-100000;M;1;Graduate Degree;Management;1;0
1873;1;25272;Australia;AU;Pacific;13154;IN;37127;15787;77;S;50001-75000;M;2;Graduate Degree;Management;0;1
5798;1;25868;Southwest;US;North America;12116;IN;37127;17110;74;M;50001-75000;F;5;Bachelors ;Management;1;3
8088;1;11057;Australia;AU;Pacific;16962;IN;37128;19644;67;M;50001-75000;M;2;Graduate Degree;Management;1;2
6044;1;16742;Australia;AU;Pacific;17142;IN;37128;14927;80;M;25001-50000;M;2;Bachelors ;Management;0;2
2435;1;17971;France;FR;Europe;3419;IN;37128;24953;52;S;0-25000;F;2;High School;Manual;1;1
5933;1;13678;United Kingdom;GB;Europe;4461;IN;37129;27205;46;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
5933;1;13679;United Kingdom;GB;Europe;17643;IN;37129;27063;46;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
7162;1;13690;United Kingdom;GB;Europe;5879;IN;37129;26346;48;S;0-25000;F;0;Partial High School;Manual;0;2
6090;1;16713;Australia;AU;Pacific;17194;IN;37129;19669;67;M;25001-50000;M;2;Bachelors ;Management;1;1
4649;1;25878;Southwest;US;North America;19269;IN;37129;17693;72;S;50001-75000;F;2;Bachelors ;Management;0;0
5962;1;28064;Northwest;US;North America;11920;IN;37129;24363;54;S;50001-75000;F;5;Graduate Degree;Professional;1;0
4555;1;28394;France;FR;Europe;11937;IN;37129;24200;54;M;25001-50000;F;0;Bachelors ;Professional;0;0
5908;1;13538;Germany;DE;Europe;7399;IN;37130;21789;61;S;0-25000;F;2;Partial College;Manual;1;1
4496;1;17050;Australia;AU;Pacific;8720;IN;37130;25896;50;M;75001-100000;F;4;Graduate Degree;Management;1;1
5976;1;13691;United Kingdom;GB;Europe;8853;IN;37131;26594;48;S;25001-50000;F;2;Partial College;Clerical;1;0
5900;1;16637;Australia;AU;Pacific;17015;IN;37131;26164;49;M;greater than 100000;M;0;High School;Management;1;4
8207;1;11056;Australia;AU;Pacific;8428;IN;37132;19452;67;M;25001-50000;F;3;Partial College;Skilled Manual;1;2
5943;1;13542;Germany;DE;Europe;8518;IN;37132;21332;62;M;25001-50000;F;1;Bachelors ;Clerical;1;0
5923;1;13543;Germany;DE;Europe;20166;IN;37132;21399;62;S;25001-50000;M;1;Bachelors ;Clerical;1;0
6508;1;13559;Germany;DE;Europe;14127;IN;37132;25371;51;S;25001-50000;F;0;Graduate Degree;Skilled Manual;1;0
1505;1;14577;Northwest;US;North America;2685;IN;37132;25001;52;S;50001-75000;F;2;Bachelors ;Skilled Manual;1;0
6081;1;16688;Australia;AU;Pacific;10415;IN;37132;22558;59;S;50001-75000;F;1;Partial College;Skilled Manual;0;1
2459;1;19329;Germany;DE;Europe;15463;IN;37132;24035;55;S;0-25000;F;2;High School;Manual;1;0
1898;1;25273;Australia;AU;Pacific;5162;IN;37132;15862;77;M;50001-75000;M;2;Graduate Degree;Management;0;1
7586;1;11240;United Kingdom;GB;Europe;14359;IN;37133;21530;62;M;greater than 100000;F;2;Partial College;Professional;1;4
4347;1;17049;Australia;AU;Pacific;17369;IN;37133;25300;51;M;75001-100000;F;1;Graduate Degree;Management;0;0
4160;1;22050;Canada;CA;North America;15176;IN;37133;24886;52;S;75001-100000;M;4;Bachelors ;Management;1;1
5784;1;25867;Southwest;US;North America;16445;IN;37133;17095;74;S;50001-75000;M;5;Bachelors ;Management;1;3
6016;1;27919;Northwest;US;North America;6589;IN;37133;26592;48;S;50001-75000;M;0;Partial College;Skilled Manual;1;2
3578;1;28041;Northwest;US;North America;10563;IN;37133;18020;71;S;50001-75000;F;2;Partial College;Professional;0;2
5962;1;28062;Southwest;US;North America;4438;IN;37133;24180;54;S;50001-75000;M;4;Graduate Degree;Professional;1;0
6515;1;11044;Australia;AU;Pacific;5244;IN;37134;18042;71;M;0-25000;M;2;Partial High School;Clerical;1;2
6536;1;13541;Germany;DE;Europe;8946;IN;37134;22140;60;M;25001-50000;F;3;Graduate Degree;Clerical;1;0
5930;1;16656;Australia;AU;Pacific;5558;IN;37134;20219;65;M;75001-100000;M;2;High School;Skilled Manual;0;2
4471;1;16691;Australia;AU;Pacific;15047;IN;37134;24417;54;S;greater than 100000;F;0;Graduate Degree;Management;0;2
4533;1;19829;Canada;CA;North America;4276;IN;37134;23257;57;S;50001-75000;M;3;Graduate Degree;Professional;0;0
4554;1;28395;France;FR;Europe;20140;IN;37134;24469;54;S;25001-50000;M;0;Bachelors ;Professional;0;0
5940;1;13821;United Kingdom;GB;Europe;15869;IN;37135;23146;57;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
4387;1;17328;Australia;AU;Pacific;8522;IN;37135;23257;57;S;50001-75000;F;0;Bachelors ;Professional;0;2
4183;1;22114;Canada;CA;North America;4794;IN;37135;19556;67;M;50001-75000;M;3;Graduate Degree;Management;1;2
5997;1;28156;Southwest;US;North America;10865;IN;37135;25000;52;S;50001-75000;F;0;Bachelors ;Professional;0;1
5968;1;12221;France;FR;Europe;18469;IN;37136;22290;59;M;0-25000;F;1;Graduate Degree;Clerical;1;0
5945;1;13572;Germany;DE;Europe;17079;IN;37136;25092;52;S;0-25000;M;3;High School;Manual;1;0
7152;1;13765;United Kingdom;GB;Europe;9435;IN;37136;25061;52;M;25001-50000;M;1;Bachelors ;Clerical;1;0
7216;1;13792;United Kingdom;GB;Europe;4852;IN;37136;23846;55;S;0-25000;M;2;High School;Manual;1;2
4417;1;17071;Australia;AU;Pacific;11929;IN;37136;23791;55;S;50001-75000;F;0;Bachelors ;Professional;1;1
6030;1;17309;Australia;AU;Pacific;20721;IN;37136;22770;58;S;50001-75000;F;1;Bachelors ;Professional;1;1
6029;1;17310;Australia;AU;Pacific;12467;IN;37136;22490;59;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
4391;1;17320;Australia;AU;Pacific;17321;IN;37136;23644;56;S;50001-75000;M;0;Bachelors ;Professional;0;1
4118;1;22058;Canada;CA;North America;12079;IN;37136;28799;42;S;25001-50000;M;0;High School;Skilled Manual;0;2
3578;1;28145;Southwest;US;North America;18433;IN;37136;27344;46;S;50001-75000;M;0;Partial College;Professional;0;2
4387;1;17242;Australia;AU;Pacific;5334;IN;37137;26782;47;M;greater than 100000;M;0;Partial College;Management;1;3
6030;1;17315;Australia;AU;Pacific;9998;IN;37137;22270;60;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
1307;1;25558;Australia;AU;Pacific;18380;IN;37137;29295;40;S;0-25000;M;0;Partial College;Manual;1;1
3578;1;28172;Southwest;US;North America;4851;IN;37137;22612;59;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
8154;1;11334;United Kingdom;GB;Europe;11435;IN;37138;22362;59;M;0-25000;F;1;Bachelors ;Manual;1;0
4347;1;17055;Australia;AU;Pacific;13372;IN;37138;25516;51;S;greater than 100000;M;1;Graduate Degree;Management;1;1
4673;1;25887;Northwest;US;North America;15776;IN;37138;18407;70;M;50001-75000;M;2;Partial College;Professional;1;2
6011;1;28131;Southwest;US;North America;18219;IN;37138;26763;47;S;50001-75000;M;0;Partial College;Professional;0;2
3578;1;28168;Southwest;US;North America;8665;IN;37138;22564;59;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
3578;1;28181;Northwest;US;North America;10840;IN;37138;21981;60;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
5935;1;13567;Germany;DE;Europe;14393;IN;37139;18896;69;M;0-25000;F;4;High School;Manual;0;2
3578;1;28182;Southwest;US;North America;3899;IN;37139;22164;60;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
3578;1;28186;Northwest;US;North America;11431;IN;37139;21952;60;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
5928;1;13772;United Kingdom;GB;Europe;8992;IN;37140;25135;52;M;25001-50000;F;0;Bachelors ;Clerical;1;0
1563;1;14581;Northwest;US;North America;16846;IN;37140;24766;53;S;25001-50000;M;0;Bachelors ;Professional;0;1
4417;1;17065;Australia;AU;Pacific;3178;IN;37140;24224;54;M;75001-100000;M;0;Graduate Degree;Management;1;0
6021;1;17308;Australia;AU;Pacific;8845;IN;37140;22873;58;M;50001-75000;F;1;Bachelors ;Professional;1;1
3578;1;28088;Southwest;US;North America;11450;IN;37140;28973;41;M;25001-50000;M;0;Partial College;Skilled Manual;1;1
3578;1;28185;Southwest;US;North America;5304;IN;37140;22025;60;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
6016;1;28193;Southwest;US;North America;12135;IN;37140;21659;61;S;50001-75000;F;5;Graduate Degree;Professional;1;3
5908;1;12211;France;FR;Europe;19237;IN;37141;27087;46;M;0-25000;M;0;Graduate Degree;Manual;1;0
3040;1;14584;Southwest;US;North America;9999;IN;37141;25848;50;S;75001-100000;F;2;Graduate Degree;Professional;1;0
3578;1;28112;Southwest;US;North America;9315;IN;37141;29424;40;M;25001-50000;F;0;Partial College;Skilled Manual;1;2
3578;1;28179;Northwest;US;North America;15735;IN;37141;24773;53;S;50001-75000;M;0;Partial College;Skilled Manual;0;1
3578;1;28183;Southwest;US;North America;19914;IN;37141;22101;60;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
7138;1;13784;United Kingdom;GB;Europe;13176;IN;37142;24109;54;S;0-25000;M;2;High School;Manual;1;0
4471;1;17229;Australia;AU;Pacific;3249;IN;37142;27869;44;S;50001-75000;F;0;Bachelors ;Professional;0;2
4380;1;17246;Australia;AU;Pacific;6563;IN;37142;25942;49;S;75001-100000;M;0;Bachelors ;Professional;1;3
8248;1;11058;Australia;AU;Pacific;15681;IN;37143;19841;66;M;75001-100000;M;2;Partial College;Skilled Manual;1;2
8162;1;11337;United Kingdom;GB;Europe;7701;IN;37143;22545;59;M;0-25000;M;1;Bachelors ;Manual;1;0
5950;1;12220;France;FR;Europe;7607;IN;37143;22297;59;M;0-25000;F;1;Bachelors ;Manual;1;0
4355;1;17294;Australia;AU;Pacific;3267;IN;37143;24216;54;M;75001-100000;F;0;Bachelors ;Professional;1;0
4382;1;17299;Australia;AU;Pacific;13002;IN;37143;23957;55;S;50001-75000;F;0;Bachelors ;Professional;1;1
4623;1;25888;Northwest;US;North America;9326;IN;37143;18376;70;M;50001-75000;F;2;Partial College;Professional;1;2
3578;1;28097;Southwest;US;North America;20501;IN;37143;28736;42;S;50001-75000;F;0;Partial College;Skilled Manual;1;2
4432;1;17247;Australia;AU;Pacific;18728;IN;37144;26227;49;M;75001-100000;M;0;Bachelors ;Professional;1;3
6089;1;17280;Australia;AU;Pacific;9755;IN;37144;25154;52;M;50001-75000;F;2;Bachelors ;Professional;1;1
5997;1;28158;Southwest;US;North America;7126;IN;37144;22711;58;S;50001-75000;M;1;Bachelors ;Professional;1;1
4426;1;17069;Australia;AU;Pacific;11372;IN;37146;25187;52;S;50001-75000;F;0;Bachelors ;Professional;0;1
4651;1;25889;Southwest;US;North America;7754;IN;37146;18409;70;M;50001-75000;M;2;Partial College;Professional;0;1
8129;1;11061;Australia;AU;Pacific;18220;IN;37147;19782;66;M;75001-100000;M;2;Partial College;Skilled Manual;1;2
4382;1;17248;Australia;AU;Pacific;19807;IN;37147;26361;48;M;greater than 100000;F;0;Partial High School;Professional;1;4
3214;1;20052;United Kingdom;GB;Europe;6719;IN;37147;26313;48;S;25001-50000;M;2;Partial College;Clerical;1;0
3338;1;20054;United Kingdom;GB;Europe;7368;IN;37147;26626;48;S;25001-50000;M;2;Partial College;Clerical;1;0
5948;1;13570;Germany;DE;Europe;18161;IN;37148;25014;52;S;0-25000;M;2;High School;Manual;1;1
4506;1;17064;Australia;AU;Pacific;3090;IN;37148;24251;54;M;75001-100000;F;0;Bachelors ;Professional;1;0
4426;1;17249;Australia;AU;Pacific;16976;IN;37148;26612;48;M;greater than 100000;M;0;Partial High School;Professional;1;4
4392;1;17295;Australia;AU;Pacific;19258;IN;37148;24130;54;M;75001-100000;M;0;Bachelors ;Professional;1;0
3578;1;28164;Southwest;US;North America;3337;IN;37148;22940;58;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
4404;1;17259;Australia;AU;Pacific;5955;IN;37149;26058;49;M;greater than 100000;F;0;Partial High School;Management;1;4
4471;1;17312;Australia;AU;Pacific;3381;IN;37149;24194;54;S;greater than 100000;F;0;Graduate Degree;Management;0;2
3578;1;28096;Southwest;US;North America;2759;IN;37149;28813;42;M;50001-75000;F;0;Partial College;Skilled Manual;1;2
3578;1;28150;Southwest;US;North America;5620;IN;37149;23687;56;S;50001-75000;M;4;Bachelors ;Skilled Manual;0;2
5968;1;12254;France;FR;Europe;9152;IN;37150;15763;77;S;0-25000;M;1;Partial College;Manual;1;0
1468;1;14580;Southwest;US;North America;5765;IN;37150;24548;53;S;25001-50000;M;0;Bachelors ;Professional;0;1
6093;1;17285;Australia;AU;Pacific;12626;IN;37150;25052;52;M;50001-75000;M;2;Bachelors ;Professional;1;1
3578;1;28149;Southwest;US;North America;18399;IN;37150;23600;56;M;50001-75000;M;4;Bachelors ;Skilled Manual;1;2
5978;1;28159;Southwest;US;North America;13022;IN;37150;22704;58;M;50001-75000;F;1;Bachelors ;Professional;1;1
7116;1;11250;United Kingdom;GB;Europe;2526;IN;37151;20160;65;M;greater than 100000;F;3;High School;Professional;1;2
4480;1;17257;Australia;AU;Pacific;10182;IN;37151;25712;50;M;greater than 100000;M;5;High School;Management;0;4
4658;1;25879;Southwest;US;North America;20175;IN;37151;17695;72;S;50001-75000;F;2;Bachelors ;Management;1;0
3578;1;28162;Southwest;US;North America;14907;IN;37151;22808;58;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
5955;1;13783;United Kingdom;GB;Europe;17123;IN;37152;24625;53;M;25001-50000;M;0;Bachelors ;Clerical;1;0
4480;1;17332;Australia;AU;Pacific;16575;IN;37152;21277;62;S;75001-100000;M;2;Bachelors ;Professional;1;1
6117;1;17351;Australia;AU;Pacific;4257;IN;37152;15207;79;M;25001-50000;M;2;Bachelors ;Management;1;2
5971;1;28154;Southwest;US;North America;2970;IN;37152;24939;52;S;50001-75000;F;0;Bachelors ;Professional;0;1
3578;1;28170;Southwest;US;North America;11208;IN;37152;22302;59;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
8153;1;11060;Australia;AU;Pacific;13542;IN;37153;19800;66;M;75001-100000;M;2;Partial College;Skilled Manual;1;2
6453;1;13560;Germany;DE;Europe;5074;IN;37153;25431;51;M;25001-50000;M;0;Graduate Degree;Skilled Manual;1;0
1597;1;14590;Southwest;US;North America;7077;IN;37153;24223;54;S;50001-75000;F;3;Bachelors ;Skilled Manual;1;1
4442;1;17255;Australia;AU;Pacific;4516;IN;37153;25814;50;M;75001-100000;F;0;Partial High School;Professional;1;4
4347;1;17258;Australia;AU;Pacific;3888;IN;37153;26156;49;M;greater than 100000;M;0;Partial High School;Professional;1;4
5971;1;22109;Canada;CA;North America;16464;IN;37153;19757;66;M;50001-75000;M;2;Partial High School;Skilled Manual;0;2
3578;1;28148;Northwest;US;North America;13547;IN;37153;23426;56;S;50001-75000;M;4;Bachelors ;Skilled Manual;0;3
3578;1;28180;Northwest;US;North America;16911;IN;37153;24688;53;S;50001-75000;M;0;Partial College;Skilled Manual;0;1
5888;1;13847;United Kingdom;GB;Europe;4134;IN;37154;27600;45;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
3578;1;28166;Southwest;US;North America;6817;IN;37154;22466;59;M;25001-50000;F;4;High School;Skilled Manual;1;2
8163;1;11333;United Kingdom;GB;Europe;12230;IN;37155;22837;58;M;0-25000;F;1;Graduate Degree;Clerical;1;0
5883;1;12255;France;FR;Europe;12931;IN;37155;22499;59;S;0-25000;F;1;Partial College;Manual;0;0
4382;1;17241;Australia;AU;Pacific;12761;IN;37155;26868;47;M;greater than 100000;M;0;Partial College;Management;1;3
4347;1;17334;Australia;AU;Pacific;17257;IN;37155;21016;63;M;50001-75000;M;1;Partial College;Skilled Manual;0;1
2551;1;17973;France;FR;Europe;15907;IN;37155;25004;52;M;25001-50000;M;1;Bachelors ;Clerical;1;0
3142;1;20060;United Kingdom;GB;Europe;11965;IN;37155;26214;49;S;25001-50000;F;0;High School;Manual;0;1
4673;1;25886;Northwest;US;North America;19693;IN;37155;18400;70;M;50001-75000;F;2;Partial College;Professional;1;2
3374;1;28401;France;FR;Europe;3288;IN;37155;24080;55;S;25001-50000;F;2;Partial College;Clerical;1;1
6624;1;13841;United Kingdom;GB;Europe;12639;IN;37156;27033;46;S;0-25000;M;0;Partial High School;Manual;0;2
4417;1;17056;Australia;AU;Pacific;17091;IN;37156;25462;51;S;greater than 100000;M;1;Graduate Degree;Management;1;1
4417;1;17079;Australia;AU;Pacific;16435;IN;37156;23056;57;S;50001-75000;F;0;Bachelors ;Professional;0;1
4158;1;22117;Canada;CA;North America;10047;IN;37156;19460;67;M;50001-75000;F;3;Graduate Degree;Management;1;2
3578;1;28184;Southwest;US;North America;12509;IN;37156;22077;60;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
5997;1;28191;Northwest;US;North America;7311;IN;37156;21720;61;S;50001-75000;F;2;Graduate Degree;Professional;1;1
5873;1;12217;France;FR;Europe;15950;IN;37157;22465;59;M;0-25000;M;1;Bachelors ;Manual;1;0
7285;1;13580;Germany;DE;Europe;19867;IN;37157;17001;74;M;greater than 100000;F;3;Bachelors ;Management;0;4
4382;1;17278;Australia;AU;Pacific;2472;IN;37157;25516;51;M;75001-100000;F;2;Bachelors ;Professional;1;0
6021;1;17329;Australia;AU;Pacific;11393;IN;37157;22945;58;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
